"レースID","場所","R","タイトル","形式","距離","情報1","情報2","レコード","天候","状態","日時","日程","時刻","グレード","頭数","賞金","着順","枠番","馬番","馬名","性","齢","斤量","騎手","タイム","着差","人気","オッズ","上り","通過","所属","調教師","馬体重","増減","last3frank","nextracerank","prevracerank","rankinfo"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","6","2","3","メイショウカイコウ","牡","3","55.0","団野","1:50 3","クビ","10","73.1","36.6","[15, 14, 12, 9]","美浦","和田勇","432","0","1","7","5","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","7","8","14","サーストンシカゴ","牡","3","56.0","岩田康","1:50 6","1.3/4","2","5.3","37.3","[4, 5, 8, 9]","栗東","橋田","502","-8","5","8","6","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","8","3","5","ウインセレナード","牝","3","54.0","黛","1:50 6","ハナ","9","50.7","36.8","[12, 11, 12, 13]","栗東","加用","470","2","2","9","7","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","9","3","4","ハルバード","牡","3","56.0","坂井","1:50 7","1/2","11","132.5","36.9","[8, 9, 12, 14]","美浦","尾関","460","-4","3","10","8","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","10","8","15","ブライドグルーム","牡","3","56.0","藤岡康","1:50 7","ハナ","8","18.3","38.0","[2, 2, 1, 1]","美浦","堀","444","-10","8","11","9","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","11","7","12","サンシャインキッド","牡","3","53.0","山田","1:50 9","1.1/4","12","150.4","37.4","[8, 9, 10, 11]","美浦","小西","432","4","6","12","10","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","12","5","8","クリノティファニー","牝","3","51.0","亀田","1:51 2","2","6","12.1","38.4","[1, 1, 2, 3]","栗東","須貝","432","0","10","13","11","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","13","6","11","レディトゥラン","牝","3","54.0","大野","1:51 8","3.1/2","14","185.8","38.2","[6, 5, 10, 11]","美浦","加藤和","416","4","9","14","12","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","14","4","6","フクノソミュール","牝","3","51.0","秋山稔","1:51 9","1/2","15","270.8","37.7","[12, 12, 15, 15]","美浦","粕谷","454","-2","7","15","13","initnone_mid"
"202002010606","函館","6","3歳未勝利","芝","1800","右","","1:45 7","曇","稍","2020-06-28 03:35:00+00:00","2020-06-28","12:35","['サラ系３歳', '未勝利', ' ', '馬齢']","15","[510000, 200000, 130000, 77000, 51000]","15","6","10","ハリケーンメファ","牝","3","54.0","勝浦","1:52 ","3/4","13","155.8","38.9","[3, 3, 4, 8]","美浦","牧","448","0","11","1","14","initnone_end"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","1","2","2","ハクアイブラック","牡","3","53.0","団野","0:58 2","0","1","2.1","35.7","[1, 1]","栗東","松永昌","520","4","4","2","15","initdisp_top"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","2","1","1","サノノショウグン","騙","6","57.0","大野","0:58 5","2","4","13.0","35.7","[4, 3]","美浦","清水英","452","-4","4","3","1","initdisp_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","3","5","5","キラットダイヤ","牝","3","52.0","吉田隼","0:58 6","クビ","6","15.7","35.7","[4, 5]","美浦","上原","450","-6","4","4","2","initdisp_end"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","4","7","9","ゴールドクロス","牡","5","57.0","丸山","0:58 6","クビ","9","19.3","35.0","[9, 9]","美浦","小西","490","2","1","5","3","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","5","7","10","メイショウカササギ","牝","4","52.0","亀田","0:58 8","1.1/4","2","4.9","36.3","[2, 2]","栗東","木原","480","6","5","6","4","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","6","5","6","ルナエスメラルダ","牝","4","55.0","岩田康","0:58 9","クビ","5","14.0","35.7","[7, 6]","栗東","高柳大","422","0","4","7","5","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","7","6","8","ナイトコマンダー","牡","3","54.0","加藤","0:59 ","3/4","7","17.9","35.5","[9, 7]","美浦","大江原","482","10","2","8","6","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","8","4","4","ワルツフォーデビー","牡","3","54.0","坂井","0:59 ","クビ","8","19.1","35.5","[9, 9]","栗東","森","444","6","2","9","7","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","9","8","12","ガビーズメモリー","牝","4","55.0","黛","0:59 2","1","3","5.9","36.6","[3, 3]","美浦","藤原辰","510","8","6","10","8","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","10","6","7","アニマーダ","牡","3","54.0","丹内","0:59 5","1.3/4","12","70.2","35.6","[12, 12]","美浦","星野","476","-4","3","11","9","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","11","3","3","キスミーローズ","牝","4","52.0","秋山稔","0:59 9","2.1/2","10","47.4","36.6","[8, 9]","美浦","伊藤圭","454","-8","6","12","10","initnone_mid"
"202002010607","函館","7","3歳以上1勝クラス","ダート","1000","右","","0:57 7","曇","不","2020-06-28 04:05:00+00:00","2020-06-28","13:05","['サラ系３歳以上', '１勝クラス', ' ', '定量']","12","[760000, 300000, 190000, 110000, 76000]","12","8","11","レムリアンシード","牡","3","54.0","嶋田","1:00 ","クビ","11","63.2","36.9","[6, 7]","美浦","武藤","440","-8","7","1","11","initnone_end"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","1","5","7","ブレーナード","牡","3","53.0","横山武","2:43 6","0","8","14.2","36.5","[1, 1, 1, 1]","美浦","高橋祥","438","4","3","2","12","initdisp_top"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","2","3","3","エドノフェリーチェ","牝","3","51.0","石川","2:43 6","クビ","2","4.6","35.9","[7, 10, 10, 9]","美浦","相沢","452","4","1","3","1","initdisp_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","3","6","10","ウインベイランダー","牡","3","53.0","丹内","2:43 9","1.1/2","3","6.7","36.7","[2, 2, 2, 2]","栗東","寺島","478","-8","4","4","2","initdisp_end"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","4","2","2","ラヴィンジャー","牝","4","55.0","古川","2:44 1","1.1/4","6","11.1","36.7","[3, 3, 5, 3]","美浦","小島","430","-12","4","5","3","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","5","4","5","コスモジェミラ","牝","3","50.0","団野","2:44 3","1.1/2","5","8.8","36.8","[5, 5, 6, 6]","栗東","吉田","460","-2","5","6","4","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","6","1","1","ポベーダテソーロ","牡","4","57.0","大野","2:44 3","ハナ","7","13.3","36.7","[5, 5, 8, 6]","美浦","加藤士","480","2","4","7","5","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","7","8","13","ハギノエスペラント","牡","3","50.0","亀田","2:44 4","1/2","4","8.5","36.8","[9, 7, 8, 6]","栗東","松田","494","18","5","8","6","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","8","8","14","アスティ","騙","4","57.0","藤岡佑","2:44 4","クビ","12","41.4","36.1","[10, 13, 13, 11]","美浦","堀井","422","2","2","9","7","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","9","4","6","トゥアレグ","牡","4","57.0","吉田隼","2:44 7","2","10","24.4","37.4","[10, 11, 3, 3]","栗東","大久保","448","2","8","10","8","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","10","3","4","アルテヴェルト","牡","4","57.0","丸山","2:44 8","1/2","11","29.6","37.5","[14, 11, 3, 3]","栗東","庄野","484","16","9","11","9","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","11","7","11","ロイヤルディクリー","牡","5","54.0","山田","2:44 9","クビ","9","15.1","36.9","[7, 7, 11, 11]","美浦","小桧山","542","10","6","12","10","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","12","5","8","カラミンサ","牝","4","55.0","坂井","2:45 1","1.1/4","1","4.1","37.6","[3, 3, 6, 9]","栗東","吉岡","506","0","10","13","11","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","13","6","9","ミフリマ","牝","4","55.0","菱田","2:45 2","3/4","13","146.1","36.9","[13, 14, 13, 14]","美浦","本間","448","0","6","14","12","initnone_mid"
"202002010608","函館","8","3歳以上1勝クラス","芝","2600","右","","2:37 3","曇","稍","2020-06-28 04:35:00+00:00","2020-06-28","13:35","['サラ系３歳以上', '１勝クラス', ' ', '定量']","14","[760000, 300000, 190000, 110000, 76000]","14","7","12","クリノゴーギャン","牡","5","57.0","川島","2:45 3","クビ","14","168.2","37.3","[10, 7, 11, 11]","栗東","新谷","456","10","7","1","13","initnone_end"
"202002010609","函館","9","3歳以上1勝クラス","ダート","1700","右","","1:41 7","曇","不","2020-06-28 05:05:00+00:00","2020-06-28","14:05","['サラ系３歳以上', '１勝クラス', '(混)', '定量']","10","[760000, 300000, 190000, 110000, 76000]","1","3","3","ホウオウトゥルース","騙","4","57.0","大野","1:43 8","0","4","6.5","37.1","[5, 5, 6, 4]","美浦","高木","474","2","1","2","14","initdisp_top"
"202002010609","函館","9","3歳以上1勝クラス","ダート","1700","右","","1:41 7","曇","不","2020-06-28 05:05:00+00:00","2020-06-28","14:05","['サラ系３歳以上', '１勝クラス', '(混)', '定量']","10","[760000, 300000, 190000, 110000, 76000]","2","1","1","サウンドテーブル","牡","6","57.0","水口","1:44 2","2.1/2","6","14.3","38.2","[2, 2, 1, 1]","栗東","田所","510","4","7","3","1","initdisp_mid"
"202002010609","函館","9","3歳以上1勝クラス","ダート","1700","右","","1:41 7","曇","不","2020-06-28 05:05:00+00:00","2020-06-28","14:05","['サラ系３歳以上', '１勝クラス', '(混)', '定量']","10","[760000, 300000, 190000, 110000, 76000]","3","5","5","レゴリス","騙","4","57.0","吉田隼","1:44 2","クビ","3","6.4","37.9","[3, 3, 2, 2]","栗東","昆","486","2","5","4","2","initdisp_end"
"202002010609","函館","9","3歳以上1勝クラス","ダート","1700","右","","1:41 7","曇","不","2020-06-28 05:05:00+00:00","2020-06-28","14:05","['サラ系３歳以上', '１勝クラス', '(混)', '定量']","10","[760000, 300000, 190000, 110000, 76000]","4","8","10","ダッチマン","騙","3","51.0","亀田","1:44 4","1.1/4","2","5.7","37.8","[7, 6, 5, 4]","栗東","音無","450","6","4","5","3","initnone_mid"
"202002010609","函館","9","3歳以上1勝クラス","ダート","1700","右","","1:41 7","曇","不","2020-06-28 05:05:00+00:00","2020-06-28","14:05","['サラ系３歳以上', '１勝クラス', '(混)', '定量']","10","[760000, 300000, 190000, 110000, 76000]","5","4","4","タニノシェクハンド","牡","4","54.0","山田","1:44 5","クビ","9","27.6","37.5","[9, 9, 8, 9]","栗東","村山","492","0","2","6","4","initnone_mid"
